Date,Title,Content,Source
060525,Tribunal Issues Determination—Renewable Diesel from the United States,"News release
Ottawa, Ontario, May 5, 2025—The Canadian International Trade Tribunal today determined that the evidence does not disclose a reasonable indication that the dumping and subsidizing of renewable diesel from the United States of America have caused injury or are threatening to cause injury to the domestic industry. Therefore, the Tribunal terminated its preliminary injury inquiry.

The Tribunal’s inquiry was conducted pursuant to the Special Import Measures Act as a result of the initiation of dumping and subsidizing investigations by the Canada Border Services Agency (CBSA). Having determined that there was no reasonable indication that the alleged dumping and subsidizing have caused or threaten to cause injury or retardation, the CBSA will terminate its dumping and subsidizing investigations and the Tribunal will not initiate a final injury inquiry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.",Canada
010525,Trade Commissioner Service announces new resources to support Canadian exporters facing U.S. tariffs,"News release
April 30, 2025 – Ottawa, Ontario – Global Affairs Canada

As part of Canada’s ongoing support for Canadian businesses facing the unjustified tariffs imposed by the United States (U.S.), Global Affairs Canada announces the launch of new resources from the Trade Commissioner Service (TCS) aimed at supporting Canadian exporters to help them benefit from the tariff-free treatment provided under the CUSMA.

To better assist exporters, the TCS is providing new and comprehensive information on rules of origin and customs procedures under the Agreement, including:  

a web page on understanding CUSMA compliance,
a step-by-step guide to CUSMA compliance,
self-serve resources for problem solving related to tariffs, and 
a list of support programs available to businesses from federal and provincial partners.
Small and medium-sized enterprises (SMEs) can also call the Government of Canada’s dedicated phone line for information on CUSMA compliance. The new hotline, available at 1-833-760-1167, offers advice on:

CUSMA rules of origin
certification of origin
resources for customs procedures at the U.S. border.
The hotline is operational Monday to Friday, from 7 a.m. to 8 p.m. E.T.

Quick facts
On March 4, 2025, the U.S. imposed tariffs of 25% on goods imported from Canada, and 10% on energy products imported from Canada. As of March 7, 2025, a tariff exemption applies for Canada-United States-Mexico Agreement (CUSMA)-compliant goods (i.e., goods that qualify for preferential treatment under the Agreement).

The TCS has been helping Canadian companies and organizations of all sizes grow and operate internationally for over 125 years.

The TCS supports Canadian businesses that have economic ties to Canada, the potential to contribute to Canada’s economic growth, and the ability to internationalize.

Our network of Trade Commissioners in more than 160 cities around the globe connects Canadian businesses with qualified contacts, funding, and support programs, and provides key information to help seize international opportunities and succeed in markets around the world.

The TCS is present in 16 Canadian missions in the United States, with a total of approximately 180 employees supporting international business development initiatives.

Associated links
Support for Canadian exporters faced with U.S. tariffs
Supporting Canadian exporters through United States tariff challenges
Self-serve resources for problem solving
Understanding CUSMA/USMCA compliance
Step-by-step guide to CUSMA compliance
Diversify your exports with the Trade Commissioner Service
Canada’s engagement with the United States",Canada
160425,G7 Foreign Ministers’ statement marking two years since the beginning of the devastating war in Sudan,"Statement
April 15, 2025 – Ottawa, Ontario – Global Affairs Canada

We, the G7 Foreign Ministers of Canada, France, Germany, Italy, Japan, the United Kingdom, and the United States of America and the High Representative of the European Union, unequivocally denounce the ongoing conflict, atrocities and grave human rights violations and abuses in Sudan, as the world marks two years since the beginning of the devastating war between the Sudanese Armed Forces (SAF) and the Rapid Support Forces (RSF).

As a direct result of the actions of the SAF and the RSF, the people of Sudan, especially women and children, are enduring the world’s largest humanitarian and displacement crises, and continued atrocities, including widespread conflict-related sexual violence, ethnically motivated attacks and reprisal killings. These must end immediately.

We strongly condemn the RSF attacks carried out in and around El Fasher on the Zamzam and Abu Shouk IDP camps, which have caused numerous casualties, including humanitarian workers. Civilians must be protected and allowed safe passage.

As famine continues to spread across Sudan, G7 members are disturbed by reports of the use of starvation of civilians as a method of warfare and reiterate that such actions are prohibited under international humanitarian law.

We call on the warring parties to uphold their obligations under international humanitarian law and their commitments under the Jeddah Declaration, which include the crucial responsibility to distinguish at all times between civilians and combatants and between civilian objects and military targets.

We call on all parties to the conflict to lift impediments to effective crossline humanitarian assistance, provide assurances of safety and security for local and international humanitarian actors, and allow humanitarian access through all border crossings into Sudan, including through South Sudan and Chad. We recognize the important role of Emergency Response Rooms in providing for and protecting civilians and call for their protection. We further call on all parties to refrain from attacks on critical infrastructure that civilians rely upon, including dams and telecommunications systems.

We call for an immediate and unconditional ceasefire and urge both the SAF and the RSF to engage meaningfully in serious, constructive negotiations. All external actors must cease any support that further fuels the conflict, in accordance with the Declaration of Principles adopted at the International Humanitarian Conference for Sudan and Neighbouring Countries in Paris in 2024 and the United Nations arms embargo on Darfur. We condemn all violations and unlawful attacks by the SAF, the RSF, and their allied militias.

For sustainable peace in Sudan, any resolution to the conflict must be rooted in the voices of Sudanese civilians. Women, youth, and civil society must be meaningfully included in all peace processes.

We reaffirm our support for a democratic transition and express our solidarity with the people of Sudan in their efforts to shape the future of their country that reflects their aspirations for freedom, peace and justice.

The sovereignty, unity and territorial integrity of Sudan are paramount. 

G7 members remain committed to deepening collective diplomatic efforts to bring about an end to the world’s largest humanitarian crisis and secure an end to the conflict, including through the London Sudan Conference.",Canada
070425,G7 Foreign Ministers’ statement on China’s large-scale military drills around Taiwan,"Statement
April 6, 2025 – Ottawa, Ontario – Global Affairs Canada

We, the G7 Foreign Ministers of Canada, France, Germany, Italy, Japan, the United Kingdom and the United States of America and the High Representative of the European Union, express deep concern about China’s provocative actions, particularly the recent large-scale military drills around Taiwan.

These increasingly frequent and destabilizing activities are raising cross-Strait tensions and put at risk global security and prosperity.

G7 members and the larger international community have an interest in the preservation of peace and stability across the Taiwan Strait. We oppose any unilateral actions to threaten such peace and stability, including by force or coercion.

G7 members continue to encourage the peaceful resolution of issues through constructive cross-Strait dialogue.",Canada
140325,G7 Foreign Ministers’ Declaration on Maritime Security and Prosperity,"Statement
March 14, 2025 – Charlevoix, Québec - Global Affairs Canada

1. We, the Foreign Ministers of Canada, France, Germany, Italy, Japan, the United Kingdom, and the United States of America, and the High Representative of the European Union, reaffirm the G7’s steadfast commitment to contribute towards a free, open, and secure maritime domain based on the rule of law that strengthens international security, fosters economic prosperity, and ensures the sustainable use of marine resources.

2. Maritime security and prosperity are fundamental to global stability, economic resilience, and the well-being of all nations, and the conservation and sustainable use of ocean ecosystems is essential to all life on Earth. Over 80% of global trade is transported by sea, and 97% of global data flows through submarine cables. Disruptions to maritime routes pose a direct threat to international food security, critical minerals, energy security, global supply chains, and economic stability. We express deep concern over the growing risks to maritime security, including strategic contestation, threats to freedom of navigation and overflight, and illicit shipping activities. State behaviour in these areas has increased the risk of conflict and environmental damage, and imperils all nations’ prosperity and living standards, especially for the world’s poorest. 

3. We recognize the role of the UN Convention on the Law of the Sea (UNCLOS) as the legal framework for governing all activities in the oceans and the seas.

4. We recall the G7 Statements on Maritime Security adopted in Lübeck (2015) and Hiroshima (2016). We welcome related work presently underway through other G7 ministerial tracks and working groups, on a range of issues including securing undersea cable networks and combating abandoned fishing gear. We welcome, as well, G7 work relating to transnational organized crime and terrorism that touches on the maritime domain, including in relation to piracy and armed robbery at sea, trafficking in persons, and strengthening the maritime law enforcement capabilities of coastal states. We acknowledge the importance of regional maritime security frameworks, to support coastal states to address collectively threats to their maritime security. We welcome existing initiatives, such as the G7++ Friends of the Gulf of Guinea (G7++ FoGG, that Canada chairs this year), which has been the primary forum for dialogue among G7 members and partners on maritime security in the Gulf of Guinea.

Emerging Threat on Safe Seas and Freedom of Navigation and Overflight

5. Enhancing Stability: We underscore the importance of freedom of navigation and overflight and other internationally lawful uses of the high seas and the exclusive economic zones as well as to the related rights and freedoms in other maritime zones, including the rights of innocent passage, transit passage and archipelagic sea lanes passage, as provided for under international law. We share a growing concern at recent, unjustifiable efforts to restrict such freedom and to expand jurisdiction through use of force and other forms of coercion, including across the Taiwan Strait, and the South China Sea, the Red Sea, and the Black Sea. We condemn China’s illicit, provocative, coercive and dangerous actions that seek unilaterally to alter the status quo in such a way as to risk undermining the stability of regions, including through land reclamations, and building of outposts, as well as their use for military purpose. In areas pending final delimitation, we underline the importance of coastal states refraining from unilateral actions that cause permanent physical change to the marine environment insofar as such actions jeopardize or hamper the reaching of the final agreement, as well as the importance of making every effort to enter into provisional arrangements of a practical nature, in those areas. We condemn, as well, dangerous vessel maneuvers, the indiscriminate attacks against commercial vessels and other maritime actions that undermine maritime order based on the rule of law and international law. We reiterate that the award rendered by the Arbitral Tribunal on 12 July 2016 is a significant milestone, which is legally binding upon the parties to those proceedings and a useful basis for peacefully resolving disputes between the parties. We reaffirm that our basic policies on Taiwan remain unchanged and emphasize the importance of peace and stability across the Taiwan Strait as indispensable to international security and prosperity. We welcome the resumption of exports from Ukraine’s Black Sea ports. Freedom of navigation for commercial shipping in the Black Sea must be upheld.

6. Attempts to Change the Status Quo by Force: We oppose unilateral attempts to change the status quo, in particular by force or coercion including in the East and South China Seas. We undertake to implement means through which to track systematically and report on attempts to change the status quo by force and by the establishment of new geographical facts, including through coercive and dangerous actions on the oceans and seas that might threaten regional and international peace and security.

7. Protecting Critical Maritime and Undersea Infrastructure: We are seized of the fact that vital energy and telecommunications infrastructure under the oceans and seas connects our economies and is vital to our prosperity. We recall the G7 Joint Statement on Cable Connectivity for Secure and Resilient Digital Communications Networks (2024) and the New York Joint Statement on the Security and Resilience of Undersea Cables in a Globally Digitalized World (2024). We share a growing concern that undersea communications cables, subsea interconnectors and other critical undersea infrastructure have been subject to critical damage through sabotage, poor seamanship or irresponsible behaviour which have resulted in potential internet or energy disruption in affected regions, delays in global data transmission, or compromised sensitive communications. We will enhance our cooperation with industry to mitigate risks, reduce bottlenecks to operational tasks while strengthening repair capacities in order to improve the overall resilience of critical undersea and maritime infrastructure. In this respect, we welcome the EU Action Plan on Cable Security adopted in February 2025 by the European Commission and the High Representative of the Union for Foreign Affairs and Security Policy.

8. Maritime Crime: Maritime crime, including piracy, armed robbery at sea, maritime arms trafficking and sanctions evasion, human trafficking, illegal drug trafficking and Illegal, Unreported, Unregulated (IUU) fishing, continues to impede maritime security, freedom of navigation, and our economy and prosperity. We have been working together to tackle these maritime crimes, but maritime illegal activities have extended into new areas, to become an urgent issue to be addressed. We welcome the G7 Action Plan to combat migrant smuggling adopted under Italy’s 2024 G7 Presidency.

9. Protecting Freedom of Trade: In the past year, indiscriminate Houthi attacks in the Red Sea have endangered maritime security of vessels and their crews, disturbed international trade, and exposed neighboring countries to environmental hazards. Enabled by Iran’s military, financial, and intelligence support, these illegal attacks have also contributed to increased tension in the Middle East and Yemen, with severe repercussions on the intra-Yemeni peace process. The vessel “Galaxy Leader” seized by the Houthis must be released immediately. We appreciate the efforts of all those countries that have engaged to ensure freedom of navigation in the Red Sea, protecting crucial shipping lanes and helping to restore regular flows of trade through the Suez Canal connecting the Mediterranean Sea to the Indian and Pacific Oceans. In this regard, we commend the efforts of EU's maritime operation “Aspides” and U.S.-led operation “Prosperity Guardian”.

Safe Shipping and Supply Chain Security

10. Curtailing Unsafe and Illicit Shipping Practices: The rise of unsafe and illicit shipping practices, including fraudulent registration and registries, poses a significant threat to global trade and environmental sustainability.  We are concerned that unsafe and illicit shipping imposes heavy costs on industry, governments and citizens. Russia’s ability to earn revenue has been sustained through its extensive effort to circumvent the G7+ oil price cap policy through its shadow fleet of often older, underinsured, and poorly maintained ships that routinely disable their automatic identification systems or engage in “spoofing” to avoid detection and circumvent international safety, environmental, and liability rules and standards. North Korea continues to pursue its nuclear and ballistic missile programmes and evade sanctions, particularly through its illicit maritime activities, including prohibited ship-to-ship transfers of petroleum and other UN-banned commodities. Through G7 coordination, we have exposed North Korea uses of “dark” vessels – those that engage in illicit activity – to circumvent United Nations Security Council mandated sanctions. Russia and North Korea are strengthening their economic relations including through maritime routes, such as the reported transfer of petroleum products from Russia to North Korea. Unregulated, “dark” vessels undertake IUU fishing, destroying marine habitats and depleting fish stocks, with negative impacts for biodiversity and food security. Unregulated, inadequately insured “dark” vessels also pose a high risk of maritime accidents, including in fragile ecosystems such as the Arctic and Antarctic. We commit to strengthening our coordination, amongst the G7 and with other partners, to prevent the use of unregistered or fraudulently registered, uninsured and substandard vessels engaged in sanctions evasion, arms transfers, illegal fishing and illicit trade. We encourage relevant International Organizations to improve maritime domain awareness by expanding satellite-based vessel tracking and establishing comprehensive data records of the movement of individual ships and of ship-to-ship transfers, as a means of identifying and tracking illicit maritime activities. We are also committed to capacity building of the countries in the region in law enforcement and Maritime Domain Awareness.

11. Shadow Fleet Task Force: We invite members of the Nordic-Baltic 8 (Denmark, Estonia, Finland, Iceland, Latvia, Lithuania, Norway, Sweden), and possibly others, to join participating G7 members in a Shadow Fleet Task Force to enhance monitoring and detection and to otherwise constrain the use of shadow fleets engaged in illegal, unsafe or environmentally perilous activities, building on the work of others active in this area. The Task Force will constitute a response by the participating States to the call by the International Maritime Organization in its Resolution A.1192(33) of 6 December 2023 for Members States and all relevant stakeholders to promote actions to prevent illegal operations in the maritime sector by shadow fleets and their flag states, including illegal operations for the purposes of circumventing sanctions, evading compliance with safety or environmental regulations, avoiding insurance costs, or engaging in other illegal activities.

12. Enhancing Maritime Supply Chain Resilience and Energy and Food Security: Maritime supply chains will continue to underpin the global economy, but these face a variety of threats, both present and future, stemming from both geopolitical tensions and environmental factors.  Maritime disruptions raise consumer costs, increase transit times, and can reduce demand in importing countries, which in turn means lower revenues and diminished competitiveness for producers in exporting countries. Such vulnerabilities in maritime transport can undermine energy and food security, particularly for developing nations reliant on stable shipping routes, including Small Island Developing States (SIDS) and Least Developed Countries (LDCs). We welcome maritime initiatives involving and supported by G7 partners intended to promote energy and food security, such as the Grain from Ukraine scheme, and the ASEAN Outlook on the Indo-Pacific. We invite cooperation with the African Union (pursuant to Africa’s Integrated Maritime Strategy 2050) and other relevant International Organizations to identify best practices for enhancing maritime supply chain resilience and for safeguarding energy and food security, including in times of geopolitical crisis. 

13. Promoting Safe and Resilient Ports and Strategic Waterways: Port ownership and operational control matter to national security, as foreign control or influence over critical port infrastructure can create vulnerabilities in trade, in defence and security, and in economic stability. Port resilience is also crucial to economic stability and global trade and yet ports face growing risks from environmental degradation, extreme weather events and geopolitical conflicts. Strengthening port security and modernizing infrastructure are essential to maintaining safe and efficient maritime trade. Ensuring that the ownership and management of strategic waterways and key maritime choke points are not vulnerable to undue influence by potential adversaries is also essential to national security. We underscore the importance of scrutiny of ownership structures and port management and resilience within our own national jurisdictions, including with regard to Information and Communications Technology (ICT) systems, to ensure that adversaries do not gain leverage over supply chains, military operations, or the flow of strategic resources. We will work with partners and with relevant International Organizations to encourage robust cybersecurity standards for port ICT infrastructure, to increase resilience against malicious cyber incidents on maritime logistical networks, to reduce monopolistic power over key supply chain nodes, to promote secure and transparent port ownership, to limit unsolicited or undue foreign influence over critical infrastructures and strategic waterways, and to otherwise encourage greater focus on such potential vulnerabilities.

14. Unexploded Ordnance (UXO) at sea poses a significant hazard to the marine environment, to the safety of fishermen and other users of the maritime space, and to various marine economic activities. We commit to enhancing diplomatic efforts and to exchanging best practices among national authorities, relevant international and regional organizations, and relevant industry sectors to accelerate the clean-up of UXO from the seas and ocean.

Sustainable Stewardship of Maritime Resources

15. Strengthen Enforcement Against IUU Fishing: IUU fishing is a major contributor to declining fish stocks and to marine habitat destruction. It may account for a third of all fishing activity worldwide, at a cost to the global economy of more than US$23 billion per year and with negative consequences for fisheries as an enduring economic asset, including for developing countries. We welcome the Canadian-led Dark Vessel Detection System in Ecuador, Peru, Costa Rica, the Philippines, and members of the Pacific Islands Forum (PIF) and would see value in replicating the model to support other partners whose fisheries are under threat from IUU fishing. We recognize that data sharing and transparency play a key role in this fight by exposing bad actors and that technological advances can support a robust Monitoring, Control and Surveillance and enforcement landscape. We encourage further progress in addressing IUU fishing, working with and through relevant International Organizations to establish and strengthen rules to sustainably manage fish stocks on the high seas and to improve the enforcement of these measures, including through the further development of detection technologies, aircraft patrols and high seas boarding and inspection of vessels, building upon the 2022 G7 Ocean Deal.

16. We welcome the Third UN Ocean Conference, in Nice, France, from 9 to 13 June 2025.

Partnerships

17. This G7 Maritime Security and Prosperity Declaration provides a framework for cooperation with non-G7 partners, including countries hosting major ports, large merchant fleets, or extensive flag registries as well as relevant regional and International Organizations, such as the International Maritime Organization and ASEAN. We would welcome robust cooperation with partners to take forward the goals set out in this Declaration, consistent with the principles of sovereignty and territorial integrity, under the efforts of the G7 countries, including a free, open, prosperous and secure Indo-Pacific region, to build a free and open maritime order based on the rule of law, and of commitment to the sustainable development of the world’s maritime spaces.

18. We welcome the cooperation on Coast Guard Functions, including the Global Coast Guard Forum hosted by Italy in 2025, as well as the Arctic Coast Guard Forum, which could also support the objectives of this Declaration.

[14] March 2025

Charlevoix, Canada",Canada
130325,Statement from Minister Joly on negotiations between Ukraine and the United States in Saudi Arabia,"Statement
March 12, 2025 – Ottawa, Ontario - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, today issued the following statement following a meeting between Ukraine and the United States that took place in Jeddah, Saudi Arabia on March 11:

“Canada welcomes the news of negotiations between Ukraine and the United States, including a proposed temporary ceasefire and the resumption of U.S. intelligence sharing and security assistance to Ukraine. We also appreciate the Kingdom of Saudi Arabia’s role in hosting these discussions and supporting diplomatic efforts toward peace.

“A ceasefire could be – must be – the first step toward a just and lasting peace. With this agreement, Ukraine has once again shown its desire to end the war as soon as possible, and its commitment to being a constructive partner in the pursuit of lasting peace. The ball is now in Russia’s court to show that it is likewise ready for a ceasefire and to put an end to the bloodshed. The world is watching.

“I am heartened to see that the discussions between Ukraine and the United States placed particular attention on the critically important humanitarian dimensions of a ceasefire. This war has taken a deep toll, nowhere more than on the children forcibly taken from their families. Canada has helped champion these human dimensions of peace, and we cannot agree more with the value of a ceasefire including such elements as prisoner exchanges, the release of civilian detainees, and of course, the return of Ukrainian children.

“There is much more work to be done. Russia must now be consulted to see if they, too, will agree to a ceasefire, and beyond that, to negotiate a lasting peace, where Europe and Ukraine’s global partners must play a pivotal role. Canada stands ready to do its part.

“Since the start of Russia’s war of aggression, Ukrainians have endured unimaginable suffering. As we have shown time and again, Canada will continue to stand with Ukraine, and help to end this illegal invasion, prevent future aggression, and build a future where Ukraine is secure, stable, and free.”",Canada
130325,"Statement by Minister Ien, Head of the Delegation of Canada, to UNCSW 69th Session","Speech
March 12, 2025 – New York (New York) — Women and Gender Equality Canada

Mister Chair,

I acknowledge that we are gathered on the traditional territory of the Lenape people.

In 1995, something amazing happened - the Beijing Declaration and Platform for Action set out an ambitious roadmap for achieving the equal rights of all women and girls.

Thirty years later, one would expect the conversation would be about how to go even further, yet, the reality is, and we can all see it, that women’s rights are in peril. Now is not the time to retreat, we must show our resolve, we must stand together in the face of adversity.

Over the last year, we have seen growing threats to gender equality, to the rights of women and girls, and to the freedoms of 2SLGBTQI+ communities.

Politicians are questioning the value of intersectionality and of supporting an inclusive society.

Sexual and reproductive rights are being rolled back, while women’s health is being forgotten.

Discrimination, hate, and violence continue to fuel anti-feminist ideologies and are threatening the safety of women and girls globally.

And thirty years later, there are women still facing barriers that impact their education, career advancement, and their income. These barriers disproportionately impact Indigenous, Black, racialized people, 2SLGBTQI+ communities and women with disabilities.

We know that challenges to achieving equality are complex, but we also know that we cannot lose the progress that we’ve made.

Canada and its partners have been long-standing global leaders for advancing gender equality. In our efforts to end gender-based violence, Canada has made historic progress by implementing our National Action Plan to End Gender-based Violence, ensuring victims, survivors, and their families have access to the services they need, while at the same time addressing its root causes, including systemic inequalities and discrimination.

And amid increased attacks on people’s rights and growing global uncertainty, Canadian leadership in promoting and protecting human rights as a core element of Canada’s feminist foreign policy is more important now than ever.

That’s why on March 7, Canada signed the Inter-American Convention on the Prevention, Punishment and Eradication of Violence against Women – also known as the Belém do Pará Convention.

Canada is also increasing efforts to help set women up for success by fostering women’s economic empowerment and unlocking access to finances, training, and mentorship.

We are also improving affordability and housing access while addressing systemic barriers to women’s employment.

Canada is investing in the early learning and childcare sector to help parents, particularly mothers, participate in the job market. Over the past 2 years, the labour force participation rate for women in Canada hit a record high, surpassing 85 per cent – providing further proof that when you support women, economies thrive.

To achieve true and lasting gender equality, Canada cannot do it alone, which is why through our Feminist International Assistance Policy, we are providing investments to build a more peaceful, more inclusive, and more prosperous world.  

Our progress has been a result of the incredible efforts of many partners. This includes Indigenous Peoples, civil society organizations, women’s and human rights organizations, as well as provincial and territorial representatives.

When women, girls, and gender diverse individuals are supported and safe, not only do they soar, but they inspire others to do the same.

Thank you. Merci beaucoup.",Canada
130325,Statement by Minister Ng on United States imposition of tariffs on Canadian steel and aluminum,"Statement
March 12, 2025 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mary Ng, Minister of Export Promotion, International Trade and Economic Development today issued the following statement following the U.S. reimposition of Section 232 25 percent tariffs on Canadian steel and aluminum as of March 12, 2025.

“Canada is deeply disappointed that the U.S. has chosen to reimpose these unjustified tariffs that hurt workers and businesses on both sides of the border. These unilateral tariffs violate the United States’ obligations under both the Canada-United States-Mexico Agreement (CUSMA) and the World Trade Organization (WTO) Agreement.”

“Canada is seeking formal consultations with the United States regarding the tariffs on steel and aluminum. This is the first step in both the dispute settlement processes of the WTO and the CUSMA.”

“Instead of imposing unwarranted trade barriers, the U.S. should work with Canada as a trusted trade partner. Canada will always defend its interests and stand up for Canadian jobs, industries and workers. We will continue to pursue all available avenues to challenge these unfair and detrimental trade actions”

Quick facts
The United States reimposed a Section 232 25 percent import duty on Canadian steel and aluminum imports entering the United States as of March 12, 2025.
Canada is a reliable source of both steel and aluminum to the United States, integrated into the supply chains of critical sectors such as automotive, aerospace and defence, advanced manufacturing and others.
A 25 percent tariff on steel and aluminum will lead to significant cost increases for U.S. manufacturing, less competitive U.S. exports of finished goods, and ultimately higher prices for consumers.
Should consultations under the WTO or CUSMA not be conclusive, Canada could later decide to request the establishment of a dispute settlement panel under one of these fora.
Associated links
Canada announces robust tariff package in response to unjustified U.S. tariffs
Canada’s engagement with the United States
Steel
Aluminium
",Canada
080325,Tribunal Initiates Inquiry—Renewable Diesel from the United States,"News release
Ottawa, Ontario, March 7, 2025—The Canadian International Trade Tribunal today initiated a preliminary injury inquiry into a complaint by Tidewater Renewables Ltd., of Calgary, Alberta, that it has suffered injury as a result of the dumping and subsidizing of renewable diesel from the United States of America. The Tribunal’s inquiry is conducted pursuant to the Special Import Measures Act (SIMA) as a result of the initiation of dumping and subsidizing investigations by the Canada Border Services Agency (CBSA).

On May 5, 2025, the Tribunal will determine whether there is a reasonable indication that the alleged dumping and subsidizing have caused injury or retardation, or are threatening to cause injury, as these words are defined in SIMA. If so, the CBSA will continue its investigations and, by June 4, 2025, will make a preliminary determination. If this preliminary determination indicates that there has been dumping or subsidizing, the CBSA will then continue its investigations and, concurrently, the Tribunal will initiate a final injury inquiry.

The Tribunal is an independent quasi-judicial body that reports to Parliament through the Minister of Finance. It hears cases on dumped and subsidized imports, safeguard complaints, complaints about federal government procurement and appeals of customs and excise tax rulings. When requested by the federal government, the Tribunal also provides advice on other economic, trade and tariff matters.

Any interested person, association or government that wishes to participate in the Tribunal’s inquiry may do so by filing a Form I – Notice of Participation.",Canada
050325,Biographical note,"Backgrounder
Sarah Quigley (BACS [Administrative and Commercial Studies], Western University, 2001; LLB, Windsor University, 2004) practised law with Blake, Cassels and Graydon LLP prior to joining Foreign Affairs and International Trade Canada in 2006. At Headquarters, she has worked in the Office of the Deputy Minister of Trade and the United Nations, Human Rights and Economic Law Division’s Legal Bureau as a specialist in economic sanctions. Outside of Headquarters and abroad, she has served in Washington, D.C., as special adviser to Canada’s ambassador to the United States, as well as in Vancouver, Wellington and Canberra. Since 2023, she has served as Canada’s acting consul general in Sydney, Australia.

",Canada
050325,Announcement of new diplomatic appointment,"News release
March 5, 2025 - Ottawa, Ontario - Global Affairs Canada

The Honourable Mélanie Joly, Minister of Foreign Affairs, today announced the following diplomatic appointment:

Sarah Quigley will become Consul General in Denver (United States of America). Ms. Quigley will replace Sylvain Fabi. She will take up her appointment in the coming months.",Canada
